Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Kenny Smith,,,HOU,NBA,9.0,78,78,2699,522,1003,473,868,49,135,287,340,36,127,163,554,106,11,237,131,1380,.520,.545,.363,.545,.844,.599
James Worthy,,,LAL,NBA,9.0,78,74,3008,716,1455,690,1365,26,90,212,266,107,249,356,275,104,35,127,117,1670,.492,.505,.289,.501,.797,.531
Sean Elliott,,,SAS,NBA,8.8,82,82,3044,478,976,458,912,20,64,325,402,142,314,456,238,69,33,147,190,1301,.490,.502,.313,.500,.808,.564
Dennis Rodman,,,DET,NBA,8.7,82,77,2747,276,560,270,530,6,30,111,176,361,665,1026,85,65,55,94,281,669,.493,.509,.200,.498,.631,.525
Jay Humphries,,,MIL,NBA,8.6,80,80,2726,482,960,422,799,60,161,191,239,57,163,220,538,129,7,151,237,1215,.502,.528,.373,.533,.799,.570
Hakeem Olajuwon,,,HOU,NBA,8.6,56,50,2062,487,959,487,955,0,4,213,277,219,551,770,131,121,221,174,221,1187,.508,.510,.000,.508,.769,.549
Buck Williams,,,POR,NBA,8.5,80,80,2582,358,595,358,595,0,0,217,308,227,524,751,97,47,47,137,247,933,.602,.602,,.602,.705,.639
Vlade Divac,,,LAL,NBA,8.3,82,81,2310,360,637,355,623,5,14,196,279,205,461,666,92,106,127,146,247,921,.565,.570,.357,.569,.703,.606
Kevin Gamble,,,BOS,NBA,8.3,82,76,2706,548,933,548,926,0,7,185,227,85,182,267,256,100,34,148,237,1281,.587,.592,.000,.587,.815,.620
Bill Laimbeer,,,DET,NBA,8.0,82,81,2668,372,778,335,653,37,125,123,147,173,564,737,157,38,56,98,242,904,.478,.513,.296,.502,.837,.536
Sam Perkins,,,LAL,NBA,8.0,73,66,2504,368,744,350,680,18,64,229,279,167,371,538,108,64,78,103,247,983,.495,.515,.281,.507,.821,.567
Kevin McHale,,,BOS,NBA,7.9,68,10,2067,504,912,489,875,15,37,228,275,145,335,480,126,25,146,140,194,1251,.553,.559,.405,.561,.829,.606
Ricky Pierce,,,TOT,NBA,7.9,78,2,2167,561,1156,515,1040,46,116,430,471,67,124,191,168,60,13,147,170,1598,.485,.495,.397,.505,.913,.586
Alvin Robertson,,,MIL,NBA,7.7,81,81,2598,438,904,415,841,23,63,199,263,191,268,459,444,246,16,212,273,1098,.485,.493,.365,.497,.757,.538
Derek Harper,,,DAL,NBA,7.6,77,77,2879,572,1226,483,980,89,246,286,391,59,174,233,548,147,14,177,222,1519,.467,.493,.362,.503,.731,.543
Reggie Lewis,,,BOS,NBA,7.5,79,79,2878,598,1219,597,1206,1,13,281,340,119,291,410,201,98,85,147,234,1478,.491,.495,.077,.491,.826,.540
Charles Smith,,,LAC,NBA,7.4,74,74,2703,548,1168,548,1161,0,7,384,484,216,392,608,134,81,145,165,267,1480,.469,.472,.000,.469,.793,.536
Dan Majerle,,,PHO,NBA,7.2,77,7,2281,397,821,367,735,30,86,227,298,168,250,418,216,106,40,114,162,1051,.484,.499,.349,.502,.762,.552
Mitch Richmond,,,GSW,NBA,7.1,77,77,3027,703,1424,663,1309,40,115,394,465,147,305,452,238,126,34,230,207,1840,.494,.506,.348,.508,.847,.565
Scott Skiles,,,ORL,NBA,7.0,79,66,2714,462,1039,369,811,93,228,340,377,57,213,270,660,89,4,252,192,1357,.445,.455,.408,.489,.902,.563
Danny Schayes,,,MIL,NBA,6.8,82,38,2228,298,597,298,592,0,5,274,328,174,361,535,98,55,61,106,264,870,.499,.503,.000,.499,.835,.587
Harvey Grant,,,WSB,NBA,6.7,77,76,2842,609,1224,607,1209,2,15,185,249,179,378,557,204,91,61,125,232,1405,.498,.502,.133,.498,.743,.527
Jerome Kersey,,,POR,NBA,6.7,73,72,2359,424,887,420,874,4,13,232,327,169,312,481,227,101,76,149,251,1084,.478,.481,.308,.480,.709,.526
Larry Bird,,,BOS,NBA,6.6,60,60,2277,462,1017,385,819,77,198,163,183,53,456,509,431,108,58,187,118,1164,.454,.470,.389,.492,.891,.530
Byron Scott,,,LAL,NBA,6.6,82,82,2630,501,1051,430,832,71,219,118,148,54,192,246,177,95,21,85,146,1191,.477,.517,.324,.510,.797,.534
Mark West,,,PHO,NBA,6.5,82,64,1957,247,382,247,382,0,0,135,206,171,393,564,37,32,161,86,266,629,.647,.647,,.647,.655,.665
Derrick McKey,,,SEA,NBA,6.4,73,55,2503,438,847,434,828,4,19,235,278,172,251,423,169,91,56,158,220,1115,.517,.524,.211,.519,.845,.575
Michael Adams,,,DEN,NBA,6.3,66,66,2346,560,1421,393,857,167,564,465,529,58,198,256,693,147,6,240,162,1752,.394,.459,.296,.453,.879,.530
Doc Rivers,,,ATL,NBA,6.3,79,79,2586,444,1020,356,758,88,262,221,262,47,206,253,340,148,47,125,216,1197,.435,.470,.336,.478,.844,.527
Danny Ainge,,,POR,NBA,6.2,80,0,1710,337,714,235,463,102,251,114,138,45,160,205,285,63,13,100,195,890,.472,.508,.406,.543,.826,.574
Charles Oakley,,,NYK,NBA,6.2,76,74,2739,307,595,307,593,0,2,239,305,305,615,920,204,62,17,215,288,853,.516,.518,.000,.516,.784,.585
A.C. Green,,,LAL,NBA,6.1,82,21,2164,258,542,247,487,11,55,223,302,201,315,516,71,59,23,99,117,750,.476,.507,.200,.486,.738,.556
Shawn Kemp,,,SEA,NBA,6.1,81,66,2442,462,909,460,897,2,12,288,436,267,412,679,144,77,123,202,319,1214,.508,.513,.167,.509,.661,.551
Vernon Maxwell,,,HOU,NBA,5.9,82,79,2870,504,1247,332,737,172,510,217,296,41,197,238,303,127,15,171,179,1397,.404,.450,.337,.473,.733,.507
Pooh Richardson,,,MIN,NBA,5.9,82,82,3154,635,1350,593,1222,42,128,89,165,82,204,286,734,131,13,174,114,1401,.470,.485,.328,.486,.539,.492
Brian Shaw,,,BOS,NBA,5.9,79,79,2772,442,942,439,915,3,27,204,249,104,266,370,602,105,34,223,206,1091,.469,.480,.111,.471,.819,.519
Derrick Coleman,,,NJN,NBA,5.8,74,68,2602,514,1100,501,1062,13,38,323,442,269,490,759,163,71,99,217,217,1364,.467,.472,.342,.473,.731,.527
John Paxson,,,CHI,NBA,5.7,82,82,1971,317,578,275,482,42,96,34,41,15,76,91,297,62,3,69,136,710,.548,.571,.438,.585,.829,.596
Rod Strickland,,,SAS,NBA,5.7,58,56,2076,314,651,303,618,11,33,161,211,57,162,219,463,117,11,156,125,800,.482,.490,.333,.491,.763,.538
Kiki Vandeweghe,,,NYK,NBA,5.7,75,72,2420,458,927,407,786,51,141,259,288,78,102,180,110,42,10,108,122,1226,.494,.518,.362,.522,.899,.582
Micheal Williams,,,IND,NBA,5.7,73,37,1706,261,523,260,516,1,7,290,330,49,127,176,348,150,17,150,202,813,.499,.504,.143,.500,.879,.608
Terry Cummings,,,SAS,NBA,5.6,67,62,2195,503,1039,496,1006,7,33,164,240,194,327,521,157,61,30,131,225,1177,.484,.493,.212,.487,.683,.514
Moses Malone,,,ATL,NBA,5.6,82,15,1912,280,598,280,591,0,7,309,372,271,396,667,68,30,74,137,134,869,.468,.474,.000,.468,.831,.570
Felton Spencer,,,MIN,NBA,5.6,81,46,2099,195,381,195,380,0,1,182,252,272,369,641,25,48,121,77,337,572,.512,.513,.000,.512,.722,.581
Mark Aguirre,,,DET,NBA,5.5,78,13,2006,420,909,396,831,24,78,240,317,134,240,374,139,47,20,128,209,1104,.462,.477,.308,.475,.757,.526
Rolando Blackman,,,DAL,NBA,5.5,80,80,2965,634,1316,594,1202,40,114,282,326,63,193,256,301,69,19,159,153,1590,.482,.494,.351,.497,.865,.545
Mark Eaton,,,UTA,NBA,5.5,80,80,2580,169,292,169,292,0,0,71,112,182,485,667,51,39,188,99,298,409,.579,.579,,.579,.634,.599
Eddie Johnson,,,TOT,NBA,5.5,81,27,2085,543,1122,504,1002,39,120,229,257,107,164,271,111,58,9,122,181,1354,.484,.503,.325,.501,.891,.548
Antoine Carr,,,SAC,NBA,5.4,77,48,2527,628,1228,628,1225,0,3,295,389,163,257,420,191,45,101,171,315,1551,.511,.513,.000,.511,.758,.554
Tom Chambers,,,PHO,NBA,5.4,76,75,2475,556,1271,536,1198,20,73,379,459,104,386,490,194,65,52,177,235,1511,.437,.447,.274,.445,.826,.513
Tyrone Corbin,,,MIN,NBA,5.4,82,82,3196,587,1311,585,1301,2,10,296,371,185,404,589,347,162,53,209,257,1472,.448,.450,.200,.449,.798,.499
Sherman Douglas,,,MIA,NBA,5.4,73,73,2562,532,1055,528,1024,4,31,284,414,78,131,209,624,121,5,270,178,1352,.504,.516,.129,.506,.686,.546
Spud Webb,,,ATL,NBA,5.4,75,64,2197,359,803,305,635,54,168,231,266,41,133,174,417,118,6,146,180,1003,.447,.480,.321,.481,.868,.545
Rod Higgins,,,GSW,NBA,5.3,82,9,2024,259,559,186,339,73,220,185,226,109,245,354,113,52,37,65,198,776,.463,.549,.332,.529,.819,.589
Rodney McCray,,,DAL,NBA,5.3,74,68,2561,336,679,323,640,13,39,159,198,153,407,560,259,70,51,129,203,844,.495,.505,.333,.504,.803,.551
Maurice Cheeks,,,NYK,NBA,5.2,76,64,2147,241,483,236,463,5,20,105,129,22,151,173,435,128,10,108,138,592,.499,.510,.250,.504,.814,.548
Danny Manning,,,LAC,NBA,5.2,73,47,2197,470,905,470,902,0,3,219,306,169,257,426,196,117,62,188,281,1159,.519,.521,.000,.519,.716,.557
Olden Polynice,,,TOT,NBA,5.2,79,30,2092,316,564,316,563,0,1,146,252,220,333,553,42,43,32,88,192,778,.560,.561,.000,.560,.579,.576
Jeff Malone,,,UTA,NBA,5.1,69,69,2466,525,1034,524,1028,1,6,231,252,36,170,206,143,50,6,108,128,1282,.508,.510,.167,.508,.917,.560
Xavier McDaniel,,,TOT,NBA,5.1,81,79,2634,590,1186,590,1178,0,8,193,267,173,384,557,187,76,46,184,264,1373,.497,.501,.000,.497,.723,.527
Sam Mitchell,,,MIN,NBA,5.1,82,60,3121,445,1010,445,1001,0,9,307,396,188,332,520,133,66,57,104,338,1197,.441,.445,.000,.441,.775,.505
Grant Long,,,MIA,NBA,5.0,80,66,2514,276,561,275,555,1,6,181,230,225,343,568,176,119,43,156,295,734,.492,.495,.167,.493,.787,.554
Willie Anderson,,,SAS,NBA,4.8,75,75,2592,453,991,446,956,7,35,170,213,68,283,351,358,79,46,167,226,1083,.457,.467,.200,.461,.798,.499
Muggsy Bogues,,,CHH,NBA,4.8,81,46,2299,241,524,241,512,0,12,86,108,58,158,216,669,137,3,120,160,568,.460,.471,.000,.460,.796,.497
Ken Norman,,,LAC,NBA,4.8,70,45,2309,520,1037,514,1005,6,32,173,275,177,320,497,159,63,63,139,192,1219,.501,.511,.188,.504,.629,.526
John Salley,,,DET,NBA,4.8,74,1,1649,179,377,179,376,0,1,186,256,137,190,327,70,52,112,91,240,544,.475,.476,.000,.475,.727,.556
Frank Brickowski,,,MIL,NBA,4.7,75,73,1912,372,706,372,704,0,2,198,248,129,297,426,131,86,43,160,255,942,.527,.528,.000,.527,.798,.578
Ed Pinckney,,,BOS,NBA,4.7,70,16,1165,131,243,131,242,0,1,104,116,155,186,341,45,61,43,45,147,366,.539,.541,.000,.539,.897,.622
Reggie Theus,,,NJN,NBA,4.7,81,81,2955,583,1247,531,1103,52,144,292,343,69,160,229,378,85,35,252,231,1510,.468,.481,.361,.488,.851,.540
Armen Gilliam,,,TOT,NBA,4.6,75,75,2644,487,1001,487,999,0,2,268,329,220,378,598,105,69,53,174,185,1242,.487,.487,.000,.487,.815,.542
Buck Johnson,,,HOU,NBA,4.6,73,70,2279,416,873,414,858,2,15,157,216,108,222,330,142,81,47,122,240,991,.477,.483,.133,.478,.727,.512
Sedale Threatt,,,SEA,NBA,4.6,80,57,2066,433,835,423,800,10,35,137,173,25,74,99,273,113,8,138,191,1013,.519,.529,.286,.525,.792,.556
Chris Morris,,,NJN,NBA,4.5,79,68,2553,409,962,364,783,45,179,179,244,210,311,521,220,138,96,167,248,1042,.425,.465,.251,.449,.734,.487
Vern Fleming,,,IND,NBA,4.4,69,45,1929,356,671,352,653,4,18,161,221,83,131,214,369,76,13,137,116,877,.531,.539,.222,.534,.729,.571
Rick Mahorn,,,PHI,NBA,4.4,80,74,2439,261,559,261,550,0,9,189,240,151,470,621,118,79,56,127,276,711,.467,.475,.000,.467,.788,.535
Glen Rice,,,MIA,NBA,4.4,77,77,2646,550,1193,479,1009,71,184,171,209,85,296,381,189,101,26,166,216,1342,.461,.475,.386,.491,.818,.522
